ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die
EF424620.1,Bovine coronavirus R-AH187,RNA,linear,"Bovine coronavirus R-AH187, complete genome",ssRNA(+),30964,yes
EF424621.1,Sable antelope coronavirus US/OH1/2003,RNA,linear,"Sable antelope coronavirus US/OH1/2003, complete genome",ssRNA(+),30995,yes
EF424622.1,Giraffe coronavirus US/OH3-TC/2006,RNA,linear,"Giraffe coronavirus US/OH3-TC/2006, complete genome",ssRNA(+),30979,yes
EF424623.1,Giraffe coronavirus US/OH3/2003,RNA,linear,"Giraffe coronavirus US/OH3/2003, complete genome",ssRNA(+),31002,yes
EF424624.1,Calf-giraffe coronavirus US/OH3/2006,RNA,linear,"Calf-giraffe coronavirus US/OH3/2006, complete genome",ssRNA(+),30979,yes
HQ169542.2,Norovirus Hu/GII.6/186/2005/USA,RNA,linear,"Norovirus Hu/GII.6/186/2005/USA, complete genome",ssRNA(+),7547,no
KX266901.1,Bovine astrovirus CH13/NeuroS1,RNA,linear,"Bovine astrovirus CH13/NeuroS1 isolate 23871, complete genome",ssRNA(+),6530,no
DQ811785.1,TGEV Miller M6,RNA,linear,"TGEV Miller M6, complete genome",ssRNA(+),28542,yes
DQ811787.1,PRCV ISU-1,RNA,linear,"PRCV ISU-1, complete genome",ssRNA(+),27550,no
DQ811788.1,TGEV Purdue P115,RNA,linear,"TGEV Purdue P115, complete genome",ssRNA(+),28571,yes
KT365895.1,Sclerotinia nivalis mitovirus 1,RNA,linear,"Sclerotinia nivalis mitovirus 1 isolate SsSn-1.m1, complete genome",ssRNA(+),2720,no
KT365896.1,Sclerotinia nivalis mitovirus 2,RNA,linear,"Sclerotinia nivalis mitovirus 2 isolate SsSn-1.m2, complete genome",ssRNA(+),2583,no
KX000383.1,Sapovirus GV/WG194D-1,RNA,linear,"Sapovirus GV/WG194D-1, complete genome",ssRNA(+),7496,no
KX000384.1,Sapovirus GVII/RV0042,RNA,linear,"Sapovirus GVII/RV0042, complete genome",ssRNA(+),7150,no
KX260138.1,Erbovirus A,RNA,linear,"Equine rhinitis B virus strain 303, complete genome",ssRNA(+),8828,no
KX260141.1,Equine rhinitis B virus 2,RNA,linear,"Equine rhinitis B virus 2 strain 1228, complete genome",ssRNA(+),8823,no
KU558922.1,Betacoronavirus 1,RNA,linear,"Betacoronavirus 1 isolate Buffalo coronavirus B1-24F, complete genome",ssRNA(+),31039,no
KX079488.1,Norovirus GII.21,RNA,linear,"Norovirus GII.21 strain NoV/Kor/JW, complete genome",ssRNA(+),7510,no
KT327081.1,Sapovirus Hu/G1/Zhejiang1/China/2014,RNA,linear,"Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome",ssRNA(+),7441,no
LC011929.1,Hepatitis C virus subtype 1b,RNA,linear,"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: TPF1, collection_date: 2012-10-08",ssRNA(+),9594,no
KT726984.1,Human rhinovirus A39,RNA,linear,"Human rhinovirus A39 strain 2-D5-TW, complete genome",ssRNA(+),7047,no
KT633943.1,Papaya ringspot virus P,RNA,linear,"Papaya ringspot virus P isolate PRSV-LM, complete genome",ssRNA(+),10325,no
KM609475.1,Coxsackievirus A8,RNA,linear,"Coxsackievirus A8 isolate CVA8/SZ93/CHN/2012, complete genome",ssRNA(+),7396,no
KP262053.1,Enterovirus B84,RNA,linear,"Enterovirus B84 isolate AFP452/GD/CHN/2004, complete genome",ssRNA(+),7421,no
KT277550.1,Enterovirus A89,RNA,linear,"Enterovirus A89 strain KSYPH-TRMH22F/XJ/CHN/2011, complete genome",ssRNA(+),7429,no
KT880665.1,Sicinivirus Pf-CHK1/SiV,RNA,linear,"Sicinivirus Pf-CHK1/SiV, complete genome",ssRNA(+),9883,no
KT880667.1,Orivirus Pf-CHK1/OrV-A2,RNA,linear,"Orivirus Pf-CHK1/OrV-A2, complete genome",ssRNA(+),7018,no
KR822424.1,European turkey coronavirus 080385d,RNA,linear,"European turkey coronavirus 080385d, complete genome",ssRNA(+),27739,no
KM401565.1,Astrovirus PA,RNA,linear,"Astrovirus PA strain Paris, complete genome",ssRNA(+),6547,yes
KT325852.1,Rabbit picornavirus,RNA,linear,"Rabbit picornavirus strain Rabbit01/2013/HUN, complete genome",ssRNA(+),8364,no
AB983218.1,Norovirus Hu/GII/JP/2014/GII.P17_GII.17/Kawasaki323,RNA,linear,"Norovirus Hu/GII/JP/2014/GII.P17_GII.17/Kawasaki323 genomic RNA, nearly complete genome",ssRNA(+),7550,yes
LC037415.1,Norovirus Hu/GII/JP/2015/GII.P17_GII.17/Kawasaki308,RNA,linear,"Norovirus Hu/GII/JP/2015/GII.P17_GII.17/Kawasaki308 genomic RNA, nearly complete genome",ssRNA(+),7555,yes
LC043167.1,Norovirus Hu/GII/JP/2013/GII.P17_GII.17/Saitama5203,RNA,linear,"Norovirus Hu/GII/JP/2013/GII.P17_GII.17/Saitama5203 genomic RNA, nearly complete genome",ssRNA(+),7534,yes
LC043168.1,Norovirus Hu/GII/JP/2013/GII.P17_GII.17/Saitama5309,RNA,linear,"Norovirus Hu/GII/JP/2013/GII.P17_GII.17/Saitama5309 genomic RNA, nearly complete genome",ssRNA(+),7535,yes
KP888563.1,Carnation Italian ringspot virus,RNA,linear,"Carnation Italian ringspot virus isolate CZ, complete genome",ssRNA(+),4745,no
KR072674.1,Sweet potato yellow mottle virus,RNA,linear,"Sweet potato yellow mottle virus, complete genome",ssRNA(+),9107,no
KP849472.1,Alphacoronavirus 1,RNA,linear,"Alphacoronavirus 1 strain 23/03, complete genome",ssRNA(+),30004,no
LN854563.1,Norovirus GI/Hu/NL/2011/GI.4/Groningen,RNA,linear,"Norovirus GI/Hu/NL/2011/GI.4/Groningen, complete genome",ssRNA(+),7697,no
KT253245.1,Norovirus Hu/GII.17/CHN/2015/ZHITHC-12,RNA,linear,"Norovirus Hu/GII.17/CHN/2015/ZHITHC-12, complete genome",ssRNA(+),7557,no
KP987265.1,Feline calicivirus SH,RNA,linear,"Feline calicivirus SH, complete genome",ssRNA(+),7684,no
KJ407072.2,Norovirus Hu/GII.6/HS245/2010/USA,ss-RNA,linear,"Norovirus Hu/GII.6/HS245/2010/USA, complete genome",ssRNA(+),7526,yes
KJ407073.1,Norovirus Hu/GII.4/HS292/2012/USA,ss-RNA,linear,"Norovirus Hu/GII.4/HS292/2012/USA, complete genome",ssRNA(+),7509,yes
KJ407074.2,Norovirus Hu/GII.2/HS255/2011/USA,ss-RNA,linear,"Norovirus Hu/GII.2/HS255/2011/USA, complete genome",ssRNA(+),7496,yes
KJ407075.1,Norovirus Hu/GII.4/HS288/2012/USA,ss-RNA,linear,"Norovirus Hu/GII.4/HS288/2012/USA, complete genome",ssRNA(+),7509,yes
KJ407076.1,Norovirus Hu/GII.4/HS66/2001/USA,ss-RNA,linear,"Norovirus Hu/GII.4/HS66/2001/USA, complete genome",ssRNA(+),7506,yes
KT589391.1,Norovirus GII/Hu/HKG/2015/GII.Pe_GII.17/CUHK-NS-682,RNA,linear,"Norovirus GII/Hu/HKG/2015/GII.Pe_GII.17/CUHK-NS-682, complete genome",ssRNA(+),7550,no
KP289436.1,Echovirus E16,RNA,linear,"Echovirus E16 isolate E16/P85/2013/China, complete genome",ssRNA(+),7433,no
KP289440.1,Echovirus E14,RNA,linear,"Echovirus E14 isolate E14/P843/2013/China, complete genome",ssRNA(+),7467,no
AB933644.1,Norovirus Hu/GII.4/Toyama1/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Toyama1/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933645.1,Norovirus Hu/GII.4/Toyama4/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Toyama4/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933646.1,Norovirus Hu/GII.4/Shimane1/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Shimane1/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933647.1,Norovirus Hu/GII.4/Aomori1/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Aomori1/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933648.1,Norovirus Hu/GII.4/Aomori2/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Aomori2/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933649.1,Norovirus Hu/GII.4/Hiroshimacity3/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshimacity3/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933650.1,Norovirus Hu/GII.4/Hiroshimacity4/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshimacity4/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933651.1,Norovirus Hu/GII.4/Hiroshimacity5/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshimacity5/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933652.1,Norovirus Hu/GII.4/Iwate2/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Iwate2/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933653.1,Norovirus Hu/GII.4/Aichi1/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Aichi1/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933654.1,Norovirus Hu/GII.4/Aichi4/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Aichi4/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933655.1,Norovirus Hu/GII.4/Shimane2/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Shimane2/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933656.1,Norovirus Hu/GII.4/Miyazaki1/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Miyazaki1/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933657.1,Norovirus Hu/GII.4/Aomori3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Aomori3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933658.1,Norovirus Hu/GII.4/Aomori4/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Aomori4/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933659.1,Norovirus Hu/GII.4/Iwate5/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Iwate5/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933660.1,Norovirus Hu/GII.4/Toyama5/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Toyama5/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933661.1,Norovirus Hu/GII.4/Chiba1/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Chiba1/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933662.1,Norovirus Hu/GII.4/Chiba3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Chiba3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933663.1,Norovirus Hu/GII.4/Chiba5/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Chiba5/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933664.1,Norovirus Hu/GII.4/Nagano1/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Nagano1/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933665.1,Norovirus Hu/GII.4/Aichi5/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Aichi5/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933666.1,Norovirus Hu/GII.4/Osaka2/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Osaka2/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933667.1,Norovirus Hu/GII.4/Osaka3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Osaka3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933668.1,Norovirus Hu/GII.4/Osaka4/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Osaka4/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933669.1,Norovirus Hu/GII.4/Sakai1/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Sakai1/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933670.1,Norovirus Hu/GII.4/Sakai2/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Sakai2/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933671.1,Norovirus Hu/GII.4/Hiroshima3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshima3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933672.1,Norovirus Hu/GII.4/Hiroshima4/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshima4/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933673.1,Norovirus Hu/GII.4/Miyazaki2/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Miyazaki2/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933674.1,Norovirus Hu/GII.4/Miyazaki3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Miyazaki3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933675.1,Norovirus Hu/GII.4/Hokkaido4/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Hokkaido4/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933676.1,Norovirus Hu/GII.4/Niigata2/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Niigata2/2010/JP genomic RNA, complete genome",ssRNA(+),7506,yes
AB933677.1,Norovirus Hu/GII.4/Niigata3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Niigata3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933678.1,Norovirus Hu/GII.4/Niigata4/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Niigata4/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933679.1,Norovirus Hu/GII.4/Fukui2/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Fukui2/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933680.1,Norovirus Hu/GII.4/Fukui3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Fukui3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933681.1,Norovirus Hu/GII.4/Fukui4/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Fukui4/2010/JP genomic RNA, complete genome",ssRNA(+),7509,no
AB933682.1,Norovirus Hu/GII.4/Nagano3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Nagano3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933683.1,Norovirus Hu/GII.4/Sakai3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Sakai3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933684.1,Norovirus Hu/GII.4/Sakai4/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Sakai4/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933685.1,Norovirus Hu/GII.4/Ehime3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Ehime3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933686.1,Norovirus Hu/GII.4/Ehime5/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Ehime5/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933687.1,Norovirus Hu/GII.4/Shimane4/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Shimane4/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933688.1,Norovirus Hu/GII.4/Shimane5/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Shimane5/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933689.1,Norovirus Hu/GII.4/Saga5/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Saga5/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933690.1,Norovirus Hu/GII.4/Miyazaki4/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Miyazaki4/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933691.1,Norovirus Hu/GII.4/Miyazaki5/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Miyazaki5/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933692.1,Norovirus Hu/GII.4/Nagano5/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Nagano5/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933693.1,Norovirus Hu/GII.4/Sakai7/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Sakai7/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933694.1,Norovirus Hu/GII.4/Sakai9/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Sakai9/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933695.1,Norovirus Hu/GII.4/Sakai10/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Sakai10/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933696.1,Norovirus Hu/GII.4/Shimane1/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Shimane1/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933697.1,Norovirus Hu/GII.4/Shimane2/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Shimane2/2011/JP genomic RNA, complete genome",ssRNA(+),7509,no
AB933698.1,Norovirus Hu/GII.4/Hiroshimacity2/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshimacity2/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933699.1,Norovirus Hu/GII.4/Akita2/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Akita2/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933700.1,Norovirus Hu/GII.4/Toyama2/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Toyama2/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933701.1,Norovirus Hu/GII.4/Akita3/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Akita3/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933702.1,Norovirus Hu/GII.4/Osaka3/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Osaka3/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933703.1,Norovirus Hu/GII.4/Shimane4/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Shimane4/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933704.1,Norovirus Hu/GII.4/Ehime1/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Ehime1/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933705.1,Norovirus Hu/GII.4/Ehime2/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Ehime2/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933706.1,Norovirus Hu/GII.4/Saga1/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Saga1/2011/JP genomic RNA, complete genome",ssRNA(+),7509,no
AB933707.1,Norovirus Hu/GII.4/Saga2/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Saga2/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933708.1,Norovirus Hu/GII.4/Hiroshimacity3/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshimacity3/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933709.1,Norovirus Hu/GII.4/Hokkaido1/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Hokkaido1/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933710.1,Norovirus Hu/GII.4/Aomori4/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Aomori4/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933711.1,Norovirus Hu/GII.4/Aomori5/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Aomori5/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933712.1,Norovirus Hu/GII.4/Aomori6/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Aomori6/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933714.1,Norovirus Hu/GII.4/Iwate2/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Iwate2/2011/JP genomic RNA, complete genome",ssRNA(+),7509,no
AB933715.1,Norovirus Hu/GII.4/Iwate4/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Iwate4/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933716.1,Norovirus Hu/GII.4/Iwate5/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Iwate5/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933717.1,Norovirus Hu/GII.4/Toyama5/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Toyama5/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933718.1,Norovirus Hu/GII.4/Aichi1/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Aichi1/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933719.1,Norovirus Hu/GII.4/Hiroshima1/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshima1/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933720.1,Norovirus Hu/GII.4/Hiroshima2/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshima2/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933721.1,Norovirus Hu/GII.4/Hiroshima4/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshima4/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933722.1,Norovirus Hu/GII.4/Ehime3/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Ehime3/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933723.1,Norovirus Hu/GII.4/Saga3/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Saga3/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933724.1,Norovirus Hu/GII.4/Aichi3/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Aichi3/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933725.1,Norovirus Hu/GII.4/Shimane6/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Shimane6/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933726.1,Norovirus Hu/GII.4/Ehime4/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Ehime4/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933727.1,Norovirus Hu/GII.4/Chiba10/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Chiba10/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933728.1,Norovirus Hu/GII.4/Akita5/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Akita5/2009/JP genomic RNA, complete genome",ssRNA(+),7467,no
AB933729.1,Norovirus Hu/GII.4/Fukui5/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Fukui5/2009/JP genomic RNA, complete genome",ssRNA(+),7506,yes
AB933730.1,Norovirus Hu/GII.4/Ehime1/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Ehime1/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933731.1,Norovirus Hu/GII.4/Hokkaido1/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Hokkaido1/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933732.1,Norovirus Hu/GII.4/Hokkaido2/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Hokkaido2/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933733.1,Norovirus Hu/GII.4/Hokkaido5/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Hokkaido5/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933734.1,Norovirus Hu/GII.4/Aomori5/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Aomori5/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933735.1,Norovirus Hu/GII.4/Iwate4/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Iwate4/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933736.1,Norovirus Hu/GII.4/Aichi2/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Aichi2/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933737.1,Norovirus Hu/GII.4/Aichi3/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Aichi3/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933738.1,Norovirus Hu/GII.4/Niigata5/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Niigata5/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933740.1,Norovirus Hu/GII.4/Chiba2/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Chiba2/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933741.1,Norovirus Hu/GII.4/Chiba4/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Chiba4/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933742.1,Norovirus Hu/GII.4/Nagano2/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Nagano2/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933743.1,Norovirus Hu/GII.4/Nagano4/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Nagano4/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933744.1,Norovirus Hu/GII.4/Nagano5/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Nagano5/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933745.1,Norovirus Hu/GII.4/Aichi3/2010/JP,RNA,linear,"Norovirus Hu/GII.4/Aichi3/2010/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933746.1,Norovirus Hu/GII.4/Osaka1/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Osaka1/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933747.1,Norovirus Hu/GII.4/Osaka5/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Osaka5/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933748.1,Norovirus Hu/GII.4/Ehime5/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Ehime5/2011/JP genomic RNA, complete genome",ssRNA(+),7509,no
AB933749.1,Norovirus Hu/GII.4/Sakai5/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Sakai5/2009/JP genomic RNA, complete genome",ssRNA(+),7512,yes
AB933750.1,Norovirus Hu/GII.4/Hiroshima1/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshima1/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933751.1,Norovirus Hu/GII.4/Hiroshima5/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshima5/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933752.1,Norovirus Hu/GII.4/Ehime2/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Ehime2/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933754.1,Norovirus Hu/GII.4/Saga1/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Saga1/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933755.1,Norovirus Hu/GII.4/Saga2/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Saga2/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933756.1,Norovirus Hu/GII.4/Saga3/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Saga3/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
